reference,system,r1_f
"unter dem namen international brain lab ( ibl ) haben sich jetzt 21führende neurowissenschaftliche forschungseinrichtungen zusammengeschlossen. die teams aus europa und den usa wollen künftig bei experimenten und theoretischer modellierung an einem strang ziehen. vorbild sind ähnliche großprojekte in der physik, beispielsweise am lhc in genf. dort arbeiten wissenschaftler aus hunderten labors gemeinsam an den beschleunigern und den dort produzierten daten. wie unter anderem nature berichtet, sollen auch am ibl experimentatoren und theoretiker mitarbeiten. insbesondere geht es darum, die gemeinsamen experimente zu standardisieren. seit jahren leidet die hirnforschung darunter, dass die neuroforschung zwar eine unmenge an daten produziert, die labors dabei aber zumeist eigenen protokollen folgen. das erschwert die interpretation der resultate erheblich. die standard","das international brain lab ( ibl ; deutsch internationales gehirnlabor ) ist eine internationale non-profit-organisation, die das internationale zentrum für neurowissenschaften in montreal-sur-seine und das forschungszentrum für neurobiologie der universität münchen betreibt. das ibl wurde am 19. september 2011 gestartet und soll die zusammenarbeit von instituten aus den usa, deutschland, frankreich, italien, japan, kanada und schweden stärken.",20.11
"wirbelsturm maria hat die meteorologen überrascht : der sturm hat sich schneller und stärker intensiviert, als sie erwartet hatten. erstmals in der jüngeren geschichte des landes erreichte ein hurrikan der höchsten kategorie5 den inselstaat dominica. insgesamt zogen vier weitere hurrikane seit 1851 über den karibikstaat. nach angaben des premierministers roosevelt skerrit auf facebook wurde die kleine insel schwer verwüstet. gleichzeitig richtete er einen flammenden appell an die weltgemeinschaft, dass dominica jegliche hilfe benötige. jenseits der insel hat sich maria leicht abgeschwächt, doch die bedingungen für eine erneute intensivierung sind günstig : der sturm bewegt sich über wasser, das mindestens 30grad celsius warm ist ; zudem wehen nur schwache höhenwinde","hurrikan maria war ein tropischer wirbelsturm, der direkt über dominica hinweggezogen und dabei um die dominikanische insel schwere schäden verursachte. das offizielle nym von hurrikan maria ist downtown.",19.44
"langsam wird das gesamte ausmaß der schäden, die wirbelsturm irma in der karibik und in florida hinterlassen hat, sichtbar. mindestens 81menschen starben durch den hurrikan und seine begleiterscheinungen ; die wirtschaftlichen schäden lassen sich noch nicht abschließend beziffern, betragen aber sicher mehrere dutzend milliarden euro. neben dem menschlichen leid gibt es weiteres, und so richten ökologen auch schon den blick auf die ebenfalls stark getroffenen ökosysteme und arten der region - schließlich zog irma genauso über den lebensraum zahlreicher bedrohter tiere und pflanzen. das auge des hurrikans wanderte beispielsweise direkt über die insel barbuda : heimat des endemischen barbudawaldsängers ( setophaga subita ), der nur auf diesem eiland vorkommt. satelliten","hurrikan irma war ein hurrikan, der in den jahren zuvor auf der karibischen insel barbuda im us-bundesstaat florida schwere schäden an vögeln verursachte. etwa 2.000 vögel starben während des sturmes, die zahl der verletzten wurde auf höhe von über 10.000. zahlreiche landschaftsschutzgebiete wurden zerstört oder bevölkert, einezahl der gebäude wurden beschädigt. es gab keine überlebenden vögel, die den sturm überlebten. der",23.91
"wenn frauen musik hören, finden sie männergesichter im anschluss anziehender. das berichtet ein team um manuelam. marin von der universität wien im magazin plosone. die wissenschaftler spielten heterosexuellen männern und frauen mit gleichem beziehungsstatus und ähnlichen musikpräferenzen verschiedene kurze pianokompositionen vor. nach jedem musikstück sollten die teilnehmer gesichter von personen des jeweils anderen geschlechts bewerten. frauen, die den pianoklängen gelauscht hatten, so das ergebnis der untersuchung, fanden die gezeigten männergesichter anschließend im durchschnitt schöner als die teilnehmerinnen einer kontrollgruppe, die keine musik gehört hatten. zudem konnten sich die betreffenden probandinnen eher vorstellen, mit den abgebildeten männern auszugehen. besonders ausgeprägt war dieser effekt","als musikrezeption wird die gesamtheit kultureller und psychologischer aspekte von musik bezeichnet, die in erster linie für das wahrnehmen von musik ist, also für ihre wahrnehmung von der musik, von der musik und von der musik selbst. im weiteren sinne bezeichnet musikrezeption die gesamtheit kultureller und gesellschaftlicher aspekte von musik, die als kulturelle phänomene fungiert und/oder spielt. die musikrezeption unterscheidet sich von der popkultur dadurch, dass sie aspekte der szenenbildung, der identitäts",18.75
"pharmaforschung sei teuer, heißt es aus der industrie, wenn es um die hohen kosten neuer medikamente geht. allerdings ist pharmaforschung anscheinend zumindest teilweise deutlich preiswerter als behauptet - und damit auch einträglicher. zu diesem schluss kommen jedenfalls vinay prasad von der oregon health and science university und sham mailankody vom memorial sloan kettering cancer center in new york anhand der daten von zehnkrebsmedikamenten, die von 2006 bis 2015 in den usa zugelassen wurden. wie sie in jama internal medicine berichten, liegt der median der entsprechenden entwicklungskosten bei 650millionen us - dollar - nur etwas mehr als ein fünftel der üblicherweise veranschlagten kosten von über zweieinhalb milliarden dollar. vinay prasad ist ein bekannter kritiker des us - gesundheitssystems, unter anderem befasste er sich in der ver","der forschungs- und entwicklungssektor in der pharmazie gilt als wichtiger branchenübergreifender wirtschaftszweig. er umfasst die bereiche pharmazie, biotechnologie und nanotechnologie. forschungs- und entwicklungssektoren sind dadurch gekennzeichnet, dass sie sich mit der forschung und entwicklung beschäftigen, um neue wirkstoffe zu entwickeln und zu produzieren.",15.38
"mit hilfe von röntgenfluoreszenz hat eine arbeitsgruppe um andreas luch vom bundesinstitut für risikobewertung ( bfr ) die bestandteile von tattoopigmenten im menschlichen körper verfolgt. demnach landet ein beträchtlicher teil der farben aus der haut in anderem gewebe, besonders den lymphknoten, berichtet sie in scientific reports. problematisch daran ist die größe der teilchen : während mikrometergroße pigmentkörnchen wie vorgesehen in der haut bleiben, lösen sich vor allem nanoteilchen und wandern in blut und lymphe durch den ganzen körper. diese nanoteilchen verhalten sich wegen ihrer geringen größe chemisch manchmal anders als größere partikel, so dass völlig unklar ist, welche gefahr von ihnen ausgeht. beim tätowieren injiziert man eine mischung aus trägerflüssigkeit und pigment in die","tattooing ( engl. to tattoo ‚muster ‘ ) bezeichnet das einbringen von farbigen, zumeist schwarzen tattoo-partikeln in die der haut oder auf die lymphknoten, einer der lymphatischen struktur des menschlichen körpers. für die exposition und die entstehung von haut- und lymphknoten sind toxische stoffe verantwortlich. insbesondere für die ausbildung von haut- und lymphknoten kommt es durch die einlagerung von inks und pigmenten in die der hautoberfläche.",23.59
"wer seine sektflasche nicht - wie von kennern empfohlen - mit sanftem zischen öffnet, sondern den korken knallen lässt, kann ein kleines weißes wölkchen am flaschenhals beobachten. ein zeichen dafür, dass das getränk gut gekühlt war. denn etwas ganz anderes geschieht, wenn die flasche - wovon kenner abraten - nur zimmertemperatur hat : dann ist das wölkchen nicht weiß, sondern blau, wie französische forscher nun beobachten. und auch die erklärung für das seltsame phänomen liefern sie gleichmit. das team um champagnerforscher gérard liger - belair von der université de reims champagne - ardenne nahm auf 6, 12 und 20grad celsius temperierte flaschen und ließ die korken knallen. währenddessen filmten die forscher",als champagne-popping ( engl. „ flaschenpopping “ ) bezeichnet man ein verfahren zur tiefenentladung von gasen aus flüssigkeiten. es ist eng verwandt mit dem champagne-glas-popping.,8.45
"inmitten der bilder von zerstörungen in der karibik - von barbuda über kuba bis florida - sorgten einige aufnahmen aus sozialen netzwerken für besondere aufmerksamkeit : sie zeigten, wie sich das meer komplett von den stränden mancher bahamas - inseln oder aus der tampabay zurückgezogen hat. so weit die sicht reichte, fehlte das wasser. angesichts der drastischen warnungen vor sturmfluten waren das überraschende bilder. doch es handelt sich dabei um ein seltenes phänomen, das im umfeld von hurrikanen auftreten kann, wie greg dewhurst vom britischen metoffice gegenüber inews erklärte. ursache war die besondere lage der bahamas - inseln zwischen den beiden wirbelstürmen irma, der zu diesem zeitpunkt von kuba nach florida zog, und jos","irma war ein tropischer wirbelsturm der atlantischen hurrikansaison 2017, der direkt über florida hinweggezogen und mit einer geschwindigkeit von 35.000 km/h intensiv bewirkt wurde. der sturm zog nordwärts über jamaika und florida und bedeutete für die damalige zeit eine sacche von überlebenden.",20.86
"unter stress fangen affen und menschen meist unwillkürlich an, sich zu kratzen. alles scheint bei ihnen zu kribbeln und zu jucken. und wie forscher nun am beispiel frei lebender makaken beobachteten, steckt dahinter womöglich mehr als eine bloße körperliche reaktion auf stresshormone. denn mit dem kratzen senden die tiere ihren artgenossen offenbar ein signal, das sie vor aggressivität schützt. das zeigte sich bei einer studie, die jamie whitehouse von der university of portsmouth und kollegen an 45rhesusaffen auf einer kleinen puerto - ricanischen insel durchführten. während ihres achtmonatigen untersuchungszeitraums beobachteten sie, dass sich tiere häufig kratzten, wenn sie einem ranghöheren oder fremden artgenossen begegneten - also sich mutmaßlich in einer stresssituation befan","kratzen bezeichnet das ab- und außen von finger- oder zehengliedern oder zehenbein. das kratzen kommt vor allem bei bewegungslosigkeit vor, besonders bei belastungen der hand oder der füße. bei bewegungslosigkeit spricht man vom auswurf.",15.29
"auch acht tage nach seiner entstehung hat hurrikan irma noch nichts von seiner gefährlichkeit eingebüßt - nur kurz schwächte er sich ab, nachdem er als erster wirbelsturm der kategorie5 seit einem jahrhundert in kuba kurzzeitig an land ging. rund einen tag zog der hurrikan mit einer geschwindigkeit von 10 bis 15kilometern pro stunde an der kubanischen nordküste entlang, bevor er seinen gefürchteten bogen nach norden richtung florida einschlug. mittlerweile haben die ersten ausläufer die florida keys erreicht - mit heftigen niederschlägen und einer sturmflut. wie weather underground meldet, bewegt sich der hurrikan über mindestens 30grad celsius warmem wasser und gewinnt dadurch wieder an stärke, so dass er als kategorie - 4 - gebilde florida heute nachmittag erreichen dürfte","hurrikan irma war ein hurrikan der atlantischen hurrikansaison 1994 und bildete dessen abschluss. der sturm zog am 14. und 15. november 1994 über jamaika, kuba, die dominikanische republik und die ostküste floridas. irma wurde während der atlantischen hurrikansaison 1994 durch den hurrikan talla stark beschleunigt und erreichte eine stärke von winden bis zu 150 mph. am 16. und 17. november 1994 erreichte irma die stärke eines kategorie-4-hurrikans. die vorhergehenden",21.21
